employee_id,fullname,nip,company_name,area_name,position_name,department_name,division_name,directorate_name,grade_name,education_name,major_name,years_of_service_months,2021,2022,2023,2024,2025,CEX2021,CEX2022,CEX2023,CEX2024,CEX2025,CSI2021,CSI2022,CSI2023,CSI2024,CSI2025,FTC2021,FTC2022,FTC2023,FTC2024,FTC2025,GDR2021,GDR2022,GDR2023,GDR2024,GDR2025,IDS2021,IDS2022,IDS2023,IDS2024,IDS2025,LIE2021,LIE2022,LIE2023,LIE2024,LIE2025,QDD2021,QDD2022,QDD2023,QDD2024,QDD2025,SEA2021,SEA2022,SEA2023,SEA2024,SEA2025,STO2021,STO2022,STO2023,STO2024,STO2025,VCU2021,VCU2022,VCU2023,VCU2024,VCU2025,pauli,faxtor,disc,disc_word,mbti,iq,gtq,tiki,Papi_A,Papi_B,Papi_C,Papi_D,Papi_E,Papi_F,Papi_G,Papi_I,Papi_K,Papi_L,Papi_N,Papi_O,Papi_P,Papi_R,Papi_S,Papi_T,Papi_V,Papi_W,Papi_X,Papi_Z,Rank1,Rank2,Rank3,Rank4,Rank5,Rank6,Rank7,Rank8,Rank9,Rank10,Rank11,Rank12,Rank13,Rank14
EMP100948,Iman Permadi,103820,PT VASKA Wellness,Plant,Data Analyst,Marketing,Sales,Commercial,V,S1,Engineering,56,4.0,4.0,3.0,3.0,2.0,3.0,5.0,3.0,,,5.0,,6.0,3.0,2.0,5.0,3.0,2.0,4.0,2.0,4.0,4.0,3.0,3.0,2.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,3.0,3.0,2.0,99.0,4.0,3.0,3.0,1.0,86,39,DI,Dominant-Influencer,ENTJ,,,7,5.0,8.0,2.0,9.0,8.0,7.0,1.0,4.0,1.0,6.0,9.0,6.0,6.0,5.0,2.0,4.0,,1.0,7.0,8.0,Restorative,Belief,,Positivity,Intellection,Competition,Analytical,Maximizer,Responsibility,Discipline,Context,Relator,Self-Assurance,Focus
EMP100949,Joko Saputra Ramadhan,864161,PT Mandala Distribution Center,HQ,Brand Executive,HR,Operations,HR & Corp Affairs,III,S2,Statistics,14,,4.0,3.0,4.0,2.0,,3.0,3.0,5.0,1.0,,4.0,3.0,3.0,2.0,,3.0,3.0,,3.0,,4.0,2.0,4.0,2.0,,5.0,4.0,,1.0,,5.0,2.0,3.0,2.0,,4.0,2.0,4.0,3.0,,4.0,3.0,4.0,2.0,,3.0,2.0,,2.0,,4.0,2.0,5.0,,44,65,DS,Dominant-Steadiness,ISTP,139.0,37.0,4,5.0,7.0,8.0,1.0,4.0,,4.0,9.0,5.0,5.0,3.0,6.0,6.0,4.0,8.0,5.0,4.0,2.0,3.0,,Analytical,Harmony,Significance,Focus,,Developer,Deliberative,Connectedness,Woo,Positivity,Communication,Self-Assurance,Futuristic,Competition
EMP100950,Budi Rohman,739792,PT Mandala Distribution Center,HQ,HRBP,IT,Sales,HR & Corp Affairs,IV,D3,Design,70,2.0,,4.0,1.0,3.0,2.0,1.0,4.0,1.0,3.0,3.0,,5.0,1.0,3.0,3.0,1.0,4.0,1.0,3.0,3.0,1.0,4.0,1.0,2.0,2.0,,5.0,1.0,3.0,1.0,1.0,,1.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,1.0,5.0,1.0,3.0,2.0,1.0,4.0,2.0,2.0,1.0,1.0,3.0,1.0,3.0,46,57,DS,Dominant-Steadiness,ENFP,108.0,40.0,5,4.0,2.0,5.0,5.0,8.0,1.0,9.0,2.0,7.0,,4.0,3.0,4.0,3.0,4.0,8.0,3.0,6.0,4.0,7.0,Arranger,Includer,Context,Woo,Achiever,Adaptability,Empathy,Belief,Developer,Futuristic,Harmony,Focus,Competition,Connectedness
EMP100951,Rama Rachman Wijaya,278658,PT VASKA Wellness,HQ,Data Analyst,Finance,Talent Management,Technology,IV,D3,Business,20,,4.0,4.0,4.0,2.0,,3.0,4.0,4.0,1.0,,4.0,5.0,,,,4.0,5.0,4.0,2.0,,4.0,3.0,5.0,1.0,,5.0,4.0,4.0,3.0,,4.0,5.0,4.0,,,5.0,4.0,4.0,2.0,,5.0,3.0,4.0,2.0,,4.0,4.0,5.0,2.0,,3.0,4.0,4.0,1.0,87,73,IS,Influencer-Steadiness,ISFP,140.0,26.0,8,7.0,8.0,1.0,7.0,8.0,5.0,7.0,4.0,2.0,5.0,8.0,7.0,,4.0,6.0,2.0,6.0,6.0,4.0,8.0,Command,Individualization,Context,Consistency,Activator,Strategic,,Analytical,Achiever,Relator,Positivity,,Maximizer,Competition
EMP100952,Yuni Lukman,305151,PT Aurora Beauty Indonesia,Distribution,Finance Officer,IT,Operations,HR & Corp Affairs,III,SMA,Design,20,,3.0,3.0,5.0,3.0,,4.0,3.0,6.0,4.0,,,3.0,4.0,4.0,,3.0,2.0,5.0,2.0,,3.0,3.0,5.0,3.0,,3.0,3.0,,3.0,,,4.0,5.0,4.0,,4.0,4.0,5.0,3.0,,3.0,3.0,4.0,,,2.0,4.0,4.0,3.0,,4.0,4.0,5.0,3.0,41,63,CI,Conscientious-Influencer,ESTP,80.0,26.0,1,4.0,7.0,6.0,8.0,7.0,3.0,3.0,5.0,1.0,2.0,3.0,4.0,5.0,3.0,1.0,,6.0,6.0,4.0,3.0,Focus,,Positivity,Input,Significance,Activator,Competition,Achiever,Harmony,Responsibility,Consistency,,Restorative,Communication
EMP100953,Hadi Anugrah Yulianto,794999,PT Lumo Cosmetics Asia,HQ,HRBP,HR,Talent Management,Technology,IV,D3,Economics,51,3.0,3.0,3.0,5.0,,3.0,2.0,4.0,5.0,3.0,3.0,3.0,4.0,,,3.0,3.0,3.0,5.0,4.0,3.0,4.0,3.0,5.0,,4.0,4.0,3.0,0.0,4.0,2.0,4.0,2.0,5.0,4.0,3.0,4.0,3.0,5.0,4.0,4.0,3.0,4.0,5.0,4.0,2.0,2.0,3.0,5.0,4.0,4.0,3.0,3.0,5.0,3.0,95,95,CD,Conscientious-Dominant,INFP,,43.0,3,4.0,6.0,8.0,8.0,8.0,8.0,3.0,4.0,9.0,3.0,2.0,2.0,5.0,5.0,7.0,8.0,4.0,6.0,,1.0,Connectedness,Significance,Restorative,Activator,Strategic,Developer,Achiever,Analytical,Intellection,Input,,Learner,Individualization,Command
EMP100954,Ayu Yudhistira Ridwan,464247,PT Lumo Cosmetics Asia,HQ,Sales Supervisor,IT,Product Dev,Technology,IV,S1,Economics,3,,4.0,2.0,5.0,3.0,,4.0,1.0,5.0,4.0,,3.0,2.0,4.0,3.0,,5.0,2.0,5.0,3.0,,4.0,2.0,6.0,4.0,,4.0,,4.0,3.0,,4.0,3.0,4.0,3.0,,5.0,1.0,5.0,3.0,,3.0,3.0,5.0,3.0,,4.0,2.0,4.0,3.0,,4.0,3.0,,3.0,45,41,SD,Steadiness-Dominant,ESTJ,90.0,17.0,10,5.0,2.0,1.0,6.0,7.0,8.0,9.0,3.0,8.0,6.0,,7.0,2.0,2.0,4.0,4.0,7.0,3.0,9.0,3.0,Maximizer,Harmony,Empathy,Intellection,Relator,Restorative,Significance,Ideation,Achiever,Futuristic,Context,Deliberative,Activator,Woo
EMP100955,Evi Lestari Wibowo,857867,PT Aurora Beauty Indonesia,Store,HRBP,HR,Talent Management,HR & Corp Affairs,IV,S1,Business,48,2.0,3.0,4.0,3.0,3.0,2.0,4.0,5.0,3.0,4.0,2.0,3.0,4.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,2.0,2.0,,3.0,2.0,2.0,3.0,4.0,2.0,2.0,2.0,3.0,,2.0,4.0,89,47,DS,Dominant-Steadiness,ISFP,118.0,32.0,8,3.0,4.0,,5.0,,6.0,3.0,5.0,8.0,3.0,1.0,8.0,2.0,,5.0,8.0,,4.0,3.0,4.0,Relator,,Strategic,Learner,Restorative,Individualization,Positivity,Focus,Maximizer,,Includer,Input,Adaptability,Significance
EMP100956,Anisa Suharto,511921,PT Aurora Beauty Indonesia,Plant,Data Analyst,IT,Product Dev,HR & Corp Affairs,V,S2,Psychology,39,5.0,3.0,4.0,3.0,3.0,5.0,2.0,3.0,4.0,4.0,5.0,3.0,,3.0,3.0,5.0,2.0,4.0,4.0,3.0,5.0,2.0,4.0,3.0,3.0,5.0,3.0,4.0,,3.0,5.0,3.0,3.0,,3.0,5.0,3.0,4.0,3.0,3.0,5.0,3.0,3.0,3.0,4.0,5.0,3.0,4.0,2.0,3.0,4.0,3.0,4.0,3.0,3.0,22,80,IC,Influencer-Conscientious,ISFJ,120.0,16.0,6,4.0,2.0,3.0,,1.0,3.0,,4.0,2.0,9.0,6.0,7.0,9.0,9.0,8.0,9.0,9.0,1.0,3.0,6.0,Deliberative,Individualization,Focus,Context,Command,Strategic,Achiever,Consistency,Ideation,Restorative,Competition,Empathy,Maximizer,Input
EMP100957,Julia Zulfikar Saputra,561156,PT Aurora Beauty Indonesia,Plant,Data Analyst,Finance,Product Dev,HR & Corp Affairs,III,SMA,Statistics,43,5.0,4.0,3.0,3.0,4.0,5.0,4.0,3.0,4.0,5.0,5.0,3.0,2.0,4.0,4.0,5.0,4.0,3.0,3.0,4.0,5.0,3.0,3.0,2.0,4.0,5.0,4.0,3.0,3.0,4.0,5.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,,3.0,5.0,4.0,3.0,6.0,4.0,5.0,4.0,3.0,2.0,5.0,4.0,3.0,4.0,3.0,4.0,89,47,SI,Steadiness-Influencer,INFJ,90.0,32.0,7,4.0,1.0,8.0,6.0,3.0,4.0,2.0,2.0,2.0,6.0,9.0,2.0,,6.0,8.0,1.0,8.0,7.0,7.0,5.0,Futuristic,Consistency,Maximizer,Strategic,Significance,Individualization,Self-Assurance,Command,Responsibility,Input,Communication,Context,Belief,Woo
EMP100958,Arif Wijaya Pamungkas,325441,PT Mandala Distribution Center,Store,Brand Executive,Marketing,Digital Marketing,Commercial,IV,S1,Design,79,1.0,3.0,3.0,2.0,5.0,1.0,3.0,2.0,2.0,4.0,1.0,3.0,3.0,2.0,5.0,1.0,3.0,4.0,2.0,5.0,2.0,2.0,3.0,2.0,5.0,1.0,2.0,3.0,3.0,5.0,2.0,3.0,3.0,2.0,,1.0,4.0,4.0,2.0,5.0,1.0,3.0,4.0,1.0,5.0,1.0,3.0,3.0,,5.0,1.0,3.0,4.0,2.0,5.0,55,54,CD,Conscientious-Dominant,ISFP,,,8,6.0,,1.0,4.0,3.0,5.0,4.0,1.0,3.0,6.0,,3.0,5.0,7.0,9.0,9.0,1.0,8.0,3.0,,Learner,Maximizer,Ideation,Harmony,Restorative,Belief,Input,Significance,Empathy,Connectedness,Positivity,Communication,Individualization,Woo
EMP100959,Mahendra Fadillah Ananda,484361,PT Aurora Beauty Indonesia,Store,Sales Supervisor,Finance,Talent Management,HR & Corp Affairs,IV,D3,Economics,35,4.0,,4.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,5.0,3.0,2.0,99.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,,3.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,,3.0,2.0,2.0,3.0,,3.0,2.0,3.0,3.0,5.0,4.0,3.0,4.0,3.0,4.0,,4.0,3.0,4.0,4.0,,2.0,2.0,29,31,ID,Influencer-Dominant,ENTP,117.0,26.0,1,1.0,1.0,6.0,9.0,1.0,,5.0,,7.0,2.0,,4.0,5.0,4.0,7.0,,8.0,7.0,1.0,9.0,Adaptability,,,Competition,Analytical,,Restorative,Connectedness,Belief,Activator,Input,Positivity,Discipline,Deliberative
EMP100960,Bayu Nabila Maulida,688451,PT Mandala Distribution Center,HQ,HRBP,HR,Digital Marketing,Commercial,III,S1,Psychology,29,4.0,4.0,4.0,,,5.0,4.0,2.0,4.0,2.0,5.0,4.0,2.0,4.0,1.0,4.0,3.0,3.0,3.0,1.0,4.0,4.0,2.0,4.0,1.0,4.0,4.0,,4.0,3.0,4.0,5.0,1.0,4.0,1.0,4.0,5.0,,,3.0,4.0,5.0,1.0,3.0,2.0,,4.0,2.0,3.0,2.0,5.0,4.0,1.0,4.0,2.0,23,30,IC,Influencer-Conscientious,ISFJ,107.0,42.0,2,8.0,4.0,5.0,2.0,5.0,5.0,9.0,2.0,1.0,6.0,,4.0,2.0,3.0,5.0,9.0,4.0,,7.0,7.0,Connectedness,Deliberative,Command,Significance,Responsibility,Context,Focus,Input,Learner,Restorative,Ideation,Strategic,,Achiever
EMP100961,Dinda Siregar,524821,PT Lumo Cosmetics Asia,Distribution,Finance Officer,R&D,Operations,Commercial,V,D3,Psychology,29,2.0,5.0,4.0,3.0,4.0,2.0,5.0,,3.0,5.0,2.0,4.0,4.0,4.0,,1.0,5.0,4.0,3.0,4.0,1.0,4.0,5.0,3.0,,1.0,5.0,4.0,4.0,4.0,3.0,5.0,,3.0,3.0,2.0,4.0,5.0,2.0,4.0,2.0,5.0,3.0,3.0,4.0,,4.0,4.0,3.0,3.0,2.0,5.0,5.0,3.0,3.0,48,90,CS,Conscientious-Steadiness,ISTP,92.0,30.0,3,5.0,2.0,5.0,4.0,9.0,,3.0,6.0,5.0,2.0,8.0,9.0,2.0,5.0,6.0,9.0,3.0,1.0,4.0,2.0,Self-Assurance,Arranger,Futuristic,Consistency,Learner,Woo,,Communication,Activator,Analytical,Significance,Belief,Discipline,Deliberative
EMP100962,Kartika Wibowo,465320,PT Mandala Distribution Center,Plant,Sales Supervisor,Finance,Product Dev,HR & Corp Affairs,V,D3,Statistics,40,3.0,5.0,2.0,4.0,5.0,3.0,5.0,3.0,3.0,5.0,2.0,5.0,2.0,4.0,5.0,,,3.0,4.0,5.0,4.0,,2.0,4.0,4.0,3.0,5.0,1.0,4.0,5.0,4.0,5.0,2.0,3.0,,4.0,5.0,2.0,4.0,5.0,3.0,5.0,2.0,5.0,5.0,3.0,,1.0,4.0,4.0,3.0,,2.0,5.0,5.0,79,61,,Dominant-Influencer,INFJ,135.0,31.0,9,2.0,1.0,,9.0,9.0,3.0,5.0,5.0,6.0,4.0,6.0,5.0,9.0,2.0,2.0,6.0,8.0,4.0,1.0,6.0,Competition,Positivity,Intellection,Strategic,Self-Assurance,Includer,Communication,Discipline,Individualization,Connectedness,Significance,Context,Belief,Woo
EMP100963,Ahmad Permadi,841211,PT Lumo Cosmetics Asia,HQ,HRBP,Marketing,Digital Marketing,HR & Corp Affairs,V,S2,Economics,56,4.0,5.0,4.0,5.0,5.0,4.0,5.0,3.0,4.0,2.0,,5.0,1.0,3.0,4.0,3.0,5.0,,2.0,4.0,4.0,,2.0,3.0,3.0,4.0,5.0,,3.0,3.0,4.0,5.0,2.0,4.0,2.0,4.0,5.0,1.0,2.0,4.0,4.0,4.0,,4.0,3.0,4.0,,1.0,3.0,4.0,4.0,5.0,,3.0,3.0,66,43,DI,Dominant-Influencer,ISFP,,,4,2.0,5.0,,8.0,4.0,,5.0,6.0,4.0,8.0,1.0,8.0,5.0,8.0,,9.0,5.0,9.0,9.0,3.0,Consistency,Discipline,Relator,Belief,Futuristic,Significance,Competition,Intellection,Communication,Input,Focus,Deliberative,Developer,Analytical
EMP100964,Cahyo Ginting,759272,PT VASKA Wellness,Distribution,HRBP,Marketing,Talent Management,Commercial,IV,D3,Psychology,62,4.0,4.0,4.0,3.0,5.0,4.0,5.0,4.0,3.0,5.0,,4.0,4.0,3.0,4.0,4.0,5.0,3.0,3.0,5.0,4.0,3.0,4.0,4.0,5.0,5.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,,5.0,,4.0,3.0,3.0,5.0,,4.0,3.0,2.0,,4.0,4.0,4.0,2.0,5.0,4.0,4.0,3.0,3.0,5.0,37,68,,Steadiness-Dominant,INTJ,,,4,1.0,7.0,3.0,,2.0,7.0,2.0,6.0,6.0,6.0,,5.0,2.0,6.0,4.0,6.0,6.0,4.0,7.0,8.0,Harmony,Input,Intellection,Futuristic,Command,Connectedness,Significance,Self-Assurance,Woo,Communication,Learner,Ideation,Responsibility,Developer
EMP100965,Intan Dharma Suharto,579307,PT VASKA Wellness,Plant,Finance Officer,Operations,Digital Marketing,HR & Corp Affairs,III,SMA,Engineering,37,3.0,3.0,3.0,,,,3.0,3.0,,,3.0,3.0,3.0,3.0,,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,,2.0,2.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,4.0,,3.0,4.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,2.0,3.0,4.0,,3.0,51,74,CS,Conscientious-Steadiness,INFP,126.0,28.0,1,3.0,8.0,,6.0,5.0,1.0,5.0,6.0,,3.0,3.0,4.0,1.0,8.0,2.0,8.0,2.0,2.0,8.0,8.0,Context,Significance,Harmony,Activator,Adaptability,Focus,Achiever,Connectedness,Analytical,Includer,Learner,Strategic,Restorative,Arranger
EMP100966,Ayu Wijaya Hasibuan,619858,PT VASKA Wellness,HQ,HRBP,R&D,Sales,HR & Corp Affairs,III,S1,Design,59,4.0,3.0,4.0,3.0,2.0,4.0,3.0,4.0,3.0,3.0,,3.0,,99.0,1.0,4.0,,,3.0,2.0,3.0,3.0,3.0,4.0,2.0,5.0,2.0,3.0,3.0,2.0,3.0,4.0,4.0,2.0,2.0,5.0,2.0,4.0,4.0,1.0,4.0,3.0,,2.0,1.0,,3.0,,3.0,2.0,4.0,3.0,4.0,3.0,2.0,21,36,ID,Influencer-Dominant,INFP,140.0,41.0,2,8.0,4.0,7.0,1.0,,8.0,9.0,1.0,7.0,9.0,3.0,8.0,,,7.0,2.0,3.0,5.0,,7.0,Responsibility,Adaptability,Includer,Analytical,,Ideation,Woo,Empathy,Connectedness,Harmony,Context,Deliberative,Strategic,Focus
EMP100967,Joko Lestari,493467,PT Mandala Distribution Center,HQ,Sales Supervisor,IT,Talent Management,Commercial,III,D3,Engineering,42,3.0,4.0,5.0,4.0,3.0,2.0,5.0,,4.0,3.0,,4.0,,4.0,3.0,3.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,2.0,4.0,,4.0,3.0,4.0,4.0,5.0,5.0,3.0,3.0,4.0,5.0,4.0,3.0,4.0,4.0,5.0,3.0,2.0,3.0,4.0,4.0,4.0,2.0,3.0,4.0,5.0,4.0,2.0,40,81,DC,Dominant-Conscientious,INTP,99.0,38.0,5,1.0,3.0,,8.0,7.0,4.0,8.0,8.0,1.0,2.0,4.0,6.0,7.0,5.0,2.0,7.0,1.0,9.0,1.0,8.0,Activator,Developer,Learner,Context,Intellection,Futuristic,Individualization,Input,Focus,Positivity,Analytical,,Deliberative,Command
EMP100968,Vania Yudhistira Wibowo,335514,PT VASKA Wellness,Store,Brand Executive,IT,Talent Management,Commercial,IV,S2,Psychology,30,1.0,4.0,3.0,2.0,,1.0,4.0,3.0,1.0,2.0,2.0,4.0,3.0,2.0,3.0,1.0,3.0,3.0,1.0,2.0,,3.0,,2.0,2.0,1.0,4.0,4.0,2.0,3.0,1.0,4.0,3.0,1.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,1.0,3.0,1.0,,3.0,1.0,4.0,1.0,4.0,2.0,2.0,2.0,60,58,IS,Influencer-Steadiness,ENTP,124.0,32.0,2,9.0,9.0,1.0,1.0,1.0,7.0,3.0,8.0,6.0,8.0,1.0,4.0,8.0,1.0,6.0,9.0,4.0,2.0,2.0,5.0,Competition,Individualization,Relator,Deliberative,Self-Assurance,Positivity,Achiever,Context,Restorative,Responsibility,Strategic,Analytical,Communication,Adaptability
EMP100969,Nugroho Lukman,282088,PT Lumo Cosmetics Asia,Distribution,Sales Supervisor,Operations,Digital Marketing,HR & Corp Affairs,IV,S1,Statistics,53,2.0,3.0,4.0,4.0,4.0,2.0,3.0,4.0,3.0,,0.0,3.0,4.0,4.0,4.0,2.0,2.0,4.0,4.0,4.0,2.0,3.0,5.0,,5.0,1.0,3.0,4.0,5.0,4.0,2.0,3.0,4.0,5.0,4.0,1.0,3.0,5.0,,5.0,2.0,3.0,4.0,,4.0,3.0,4.0,3.0,4.0,,,,3.0,4.0,4.0,45,41,IC,Influencer-Conscientious,ISFJ,117.0,37.0,7,,5.0,7.0,9.0,,4.0,3.0,7.0,9.0,7.0,4.0,2.0,9.0,9.0,5.0,8.0,8.0,6.0,5.0,4.0,Deliberative,Significance,Activator,Positivity,Focus,Discipline,Belief,Maximizer,Command,Analytical,Consistency,Competition,Achiever,Ideation
EMP100970,Zaki Candra Ramadhan,506635,PT Mandala Distribution Center,HQ,Finance Officer,R&D,Talent Management,Commercial,IV,SMA,Business,26,,2.0,4.0,2.0,4.0,4.0,3.0,3.0,3.0,4.0,5.0,2.0,4.0,3.0,4.0,4.0,1.0,4.0,2.0,4.0,3.0,2.0,,2.0,4.0,4.0,1.0,4.0,2.0,4.0,4.0,3.0,4.0,2.0,,,2.0,4.0,2.0,4.0,,3.0,4.0,3.0,4.0,4.0,1.0,,1.0,3.0,4.0,2.0,4.0,3.0,4.0,22,43,DC,Dominant-Conscientious,INTJ,108.0,32.0,5,7.0,3.0,6.0,6.0,9.0,,6.0,2.0,1.0,3.0,9.0,2.0,8.0,2.0,3.0,5.0,1.0,8.0,1.0,8.0,Communication,Individualization,Positivity,Focus,Belief,Includer,Context,Significance,Competition,Empathy,Ideation,Strategic,Input,Learner
EMP100971,Lestari Ananda,480581,PT Aurora Beauty Indonesia,HQ,HRBP,HR,Talent Management,HR & Corp Affairs,V,SMA,Business,22,,3.0,4.0,3.0,3.0,,3.0,4.0,2.0,3.0,,2.0,4.0,2.0,3.0,,4.0,,,,,3.0,4.0,4.0,4.0,,3.0,3.0,3.0,4.0,,4.0,4.0,2.0,3.0,,3.0,,3.0,2.0,,2.0,4.0,2.0,4.0,,2.0,3.0,3.0,3.0,,3.0,4.0,3.0,3.0,91,89,CI,Conscientious-Influencer,ENFJ,102.0,38.0,2,7.0,1.0,4.0,5.0,3.0,,8.0,,8.0,5.0,4.0,1.0,6.0,3.0,1.0,5.0,4.0,9.0,4.0,,Discipline,Restorative,Deliberative,Futuristic,Intellection,Belief,Consistency,Ideation,Input,,Relator,Context,Communication,Analytical
EMP100972,Dian Lukman,620442,PT Mandala Distribution Center,HQ,Data Analyst,Marketing,Talent Management,Technology,IV,S2,Statistics,72,3.0,4.0,5.0,5.0,5.0,4.0,,3.0,3.0,2.0,4.0,4.0,4.0,3.0,2.0,3.0,4.0,4.0,5.0,3.0,2.0,4.0,4.0,3.0,2.0,2.0,4.0,,,4.0,2.0,4.0,4.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,2.0,3.0,4.0,4.0,3.0,2.0,3.0,5.0,3.0,2.0,2.0,37,66,CS,Conscientious-Steadiness,ESFJ,,,7,4.0,7.0,6.0,8.0,9.0,8.0,3.0,3.0,1.0,1.0,4.0,4.0,5.0,6.0,,6.0,6.0,7.0,7.0,8.0,Relator,,Harmony,Communication,Adaptability,Strategic,,Connectedness,Analytical,Includer,Positivity,Maximizer,Discipline,Learner
EMP100973,Anisa Wijaya,231132,PT Aurora Beauty Indonesia,Plant,Brand Executive,IT,Sales,HR & Corp Affairs,IV,D3,Statistics,45,3.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,2.0,4.0,4.0,2.0,,,,4.0,4.0,3.0,2.0,5.0,,3.0,4.0,3.0,,5.0,2.0,4.0,2.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,58,76,SD,Steadiness-Dominant,ENTJ,114.0,28.0,9,,3.0,6.0,4.0,7.0,1.0,2.0,9.0,,6.0,,5.0,1.0,5.0,3.0,5.0,8.0,,2.0,1.0,Input,Relator,Harmony,Ideation,,Focus,Restorative,Consistency,,Includer,Responsibility,Significance,Intellection,Discipline
EMP100974,Luthfi Lestari,203287,PT VASKA Wellness,Store,Data Analyst,Marketing,Operations,Technology,III,D3,Engineering,43,4.0,3.0,4.0,2.0,3.0,4.0,3.0,3.0,2.0,2.0,4.0,3.0,4.0,2.0,3.0,3.0,2.0,4.0,2.0,2.0,5.0,3.0,4.0,2.0,2.0,5.0,2.0,4.0,2.0,,4.0,2.0,4.0,3.0,4.0,4.0,3.0,4.0,1.0,2.0,4.0,2.0,3.0,1.0,3.0,4.0,3.0,4.0,1.0,3.0,4.0,3.0,5.0,3.0,3.0,35,22,IS,Influencer-Steadiness,INFJ,,,6,,7.0,4.0,5.0,6.0,6.0,4.0,5.0,2.0,8.0,4.0,,6.0,8.0,5.0,3.0,8.0,,8.0,9.0,Achiever,Command,Discipline,Maximizer,Competition,Communication,Includer,Developer,Intellection,Responsibility,Deliberative,Futuristic,Woo,Empathy
EMP100975,Dwi Maulida,454327,PT Lumo Cosmetics Asia,HQ,Brand Executive,R&D,Operations,Commercial,V,SMA,Business,75,4.0,4.0,4.0,5.0,,4.0,,4.0,5.0,,3.0,5.0,4.0,5.0,2.0,4.0,4.0,4.0,5.0,2.0,4.0,4.0,4.0,4.0,2.0,4.0,5.0,4.0,4.0,2.0,,5.0,4.0,5.0,,4.0,4.0,4.0,5.0,1.0,4.0,4.0,4.0,5.0,1.0,5.0,4.0,4.0,5.0,3.0,4.0,3.0,3.0,5.0,2.0,36,70,DI,Dominant-Influencer,ISFJ,,38.0,7,6.0,2.0,7.0,5.0,3.0,8.0,6.0,3.0,4.0,6.0,9.0,2.0,3.0,4.0,8.0,8.0,,4.0,7.0,,Futuristic,Competition,Connectedness,Adaptability,Relator,Analytical,Restorative,Positivity,Consistency,Arranger,Developer,Significance,Context,Intellection
EMP100976,Budi Suharto,489743,PT Aurora Beauty Indonesia,HQ,Finance Officer,HR,Talent Management,Technology,IV,SMA,Business,72,4.0,4.0,,2.0,2.0,4.0,3.0,3.0,2.0,1.0,4.0,5.0,4.0,3.0,2.0,99.0,4.0,5.0,3.0,3.0,4.0,3.0,3.0,2.0,2.0,4.0,3.0,4.0,2.0,,3.0,4.0,4.0,1.0,1.0,,3.0,3.0,2.0,2.0,,3.0,4.0,3.0,1.0,5.0,3.0,5.0,2.0,2.0,4.0,,4.0,2.0,,50,99,,Dominant-Influencer,ENTP,92.0,20.0,9,,7.0,7.0,2.0,5.0,1.0,5.0,7.0,8.0,5.0,2.0,1.0,7.0,2.0,1.0,7.0,6.0,1.0,2.0,,Positivity,Restorative,Analytical,,Competition,Discipline,Empathy,Intellection,Individualization,Self-Assurance,Focus,Strategic,Belief,Relator
EMP100977,Rifqi Syahputra,522498,PT Lumo Cosmetics Asia,Store,Finance Officer,Marketing,Sales,Commercial,V,D3,Statistics,49,3.0,1.0,4.0,2.0,,2.0,1.0,5.0,,5.0,3.0,1.0,4.0,2.0,4.0,2.0,1.0,4.0,2.0,5.0,3.0,1.0,4.0,1.0,3.0,4.0,1.0,,3.0,4.0,3.0,1.0,4.0,3.0,4.0,2.0,1.0,4.0,3.0,3.0,3.0,1.0,5.0,1.0,3.0,3.0,1.0,3.0,,99.0,,1.0,4.0,2.0,4.0,28,73,IC,Influencer-Conscientious,ISTJ,,,3,2.0,6.0,,7.0,2.0,6.0,3.0,7.0,1.0,2.0,4.0,6.0,1.0,5.0,4.0,9.0,7.0,4.0,5.0,3.0,Connectedness,Positivity,Input,Adaptability,Ideation,Woo,Competition,Focus,Discipline,Communication,Responsibility,Individualization,Achiever,Command
